Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_with,zeno-travel,200,0.3,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.3,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.3,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.3,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.3,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.3,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.3,0.4,4,0,0.05,0.0,0.1,0.0
sam_with,zeno-travel,200,0.3,0.6,0,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,200,0.3,0.6,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.3,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.6,1,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,200,0.3,0.6,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.3,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.6,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,200,0.3,0.6,2,0,1.0,1.0,0.75,0.67
rosame,zeno-travel,200,0.3,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.6,3,0,0.8,0.9,0.45,0.72
sam_without,zeno-travel,200,0.3,0.6,3,0,1.0,0.9,0.7,0.72
rosame,zeno-travel,200,0.3,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.3,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.3,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.3,0.6,4,0,0.09,0.17,0.2,0.4
sam_with,zeno-travel,200,0.3,0.8,0,0,0.6,0.71,0.25,0.67
sam_without,zeno-travel,200,0.3,0.8,0,1,0.8,0.45,0.5,0.67
rosame,zeno-travel,200,0.3,0.8,0,0,0.42,0.33,0.45,0.23
sam_with,zeno-travel,200,0.3,0.8,1,0,0.6,0.65,0.25,0.57
sam_without,zeno-travel,200,0.3,0.8,1,0,0.6,0.65,0.5,0.57
rosame,zeno-travel,200,0.3,0.8,1,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,200,0.3,0.8,2,0,0.6,0.65,0.25,0.67
sam_without,zeno-travel,200,0.3,0.8,2,2,1.0,0.35,0.45,0.77
rosame,zeno-travel,200,0.3,0.8,2,0,0.32,0.23,0.35,0.18
sam_with,zeno-travel,200,0.3,0.8,3,0,0.6,0.64,0.25,0.62
sam_without,zeno-travel,200,0.3,0.8,3,0,0.6,0.64,0.35,0.62
rosame,zeno-travel,200,0.3,0.8,3,0,0.32,0.2,0.35,0.18
sam_with,zeno-travel,200,0.3,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.3,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.3,0.8,4,0,0.1,0.08,0.2,0.2
sam_with,zeno-travel,200,0.3,1.0,0,0,0.33,0.72,0.25,0.77
sam_without,zeno-travel,200,0.3,1.0,0,1,0.6,0.45,0.5,0.83
rosame,zeno-travel,200,0.3,1.0,0,0,0.28,0.12,0.3,0.12
sam_with,zeno-travel,200,0.3,1.0,1,0,0.33,0.65,0.25,0.73
sam_without,zeno-travel,200,0.3,1.0,1,0,0.43,0.67,0.5,0.8
rosame,zeno-travel,200,0.3,1.0,1,0,0.23,0.17,0.3,0.12
sam_with,zeno-travel,200,0.3,1.0,2,0,0.33,0.65,0.25,0.83
sam_without,zeno-travel,200,0.3,1.0,2,1,0.62,0.47,0.45,0.9
rosame,zeno-travel,200,0.3,1.0,2,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,200,0.3,1.0,3,0,0.33,0.64,0.25,0.73
sam_without,zeno-travel,200,0.3,1.0,3,0,0.38,0.64,0.35,0.73
rosame,zeno-travel,200,0.3,1.0,3,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,200,0.3,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.3,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.3,1.0,4,0,0.24,0.17,0.15,0.4
sam_with,zeno-travel,200,0.4,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.0,1,0,0.6,0.6,0.6,0.3
sam_with,zeno-travel,200,0.4,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.0,3,0,0.6,0.6,0.6,0.3
sam_with,zeno-travel,200,0.4,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,0.0,4,0,0.11,0.0,0.2,0.0
sam_with,zeno-travel,200,0.4,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.2,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,0.2,4,0,0.1,0.1,0.2,0.2
sam_with,zeno-travel,200,0.4,0.4,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.4,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.4,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.4,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,0.4,4,0,0.15,0.15,0.3,0.33
sam_with,zeno-travel,200,0.4,0.6,0,0,1.0,1.0,0.6,0.67
sam_without,zeno-travel,200,0.4,0.6,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.6,1,0,1.0,1.0,0.6,0.67
sam_without,zeno-travel,200,0.4,0.6,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.4,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.6,2,0,1.0,1.0,0.6,0.67
sam_without,zeno-travel,200,0.4,0.6,2,0,1.0,1.0,0.75,0.67
rosame,zeno-travel,200,0.4,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.6,3,0,1.0,0.9,0.55,0.67
sam_without,zeno-travel,200,0.4,0.6,3,0,1.0,0.9,0.7,0.67
rosame,zeno-travel,200,0.4,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.4,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,0.6,4,0,0.1,0.07,0.2,0.2
sam_with,zeno-travel,200,0.4,0.8,0,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,200,0.4,0.8,0,0,0.9,0.9,0.8,0.67
rosame,zeno-travel,200,0.4,0.8,0,0,0.37,0.33,0.4,0.18
sam_with,zeno-travel,200,0.4,0.8,1,0,0.8,1.0,0.5,0.57
sam_without,zeno-travel,200,0.4,0.8,1,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,200,0.4,0.8,1,0,0.34,0.27,0.4,0.23
sam_with,zeno-travel,200,0.4,0.8,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,200,0.4,0.8,2,0,1.0,1.0,0.75,0.67
rosame,zeno-travel,200,0.4,0.8,2,0,0.35,0.17,0.35,0.18
sam_with,zeno-travel,200,0.4,0.8,3,0,0.8,0.9,0.45,0.62
sam_without,zeno-travel,200,0.4,0.8,3,0,0.8,0.8,0.7,0.72
rosame,zeno-travel,200,0.4,0.8,3,0,0.35,0.2,0.35,0.18
sam_with,zeno-travel,200,0.4,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,0.8,4,0,0.1,0.07,0.2,0.07
sam_with,zeno-travel,200,0.4,1.0,0,0,0.27,0.35,0.25,0.22
sam_without,zeno-travel,200,0.4,1.0,0,1,0.52,0.28,0.5,0.5
rosame,zeno-travel,200,0.4,1.0,0,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,200,0.4,1.0,1,0,0.27,0.15,0.25,0.12
sam_without,zeno-travel,200,0.4,1.0,1,0,0.33,0.27,0.5,0.3
rosame,zeno-travel,200,0.4,1.0,1,0,0.24,0.2,0.3,0.17
sam_with,zeno-travel,200,0.4,1.0,2,0,0.27,0.35,0.25,0.22
sam_without,zeno-travel,200,0.4,1.0,2,1,0.53,0.35,0.45,0.55
rosame,zeno-travel,200,0.4,1.0,2,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,200,0.4,1.0,3,0,0.3,0.16,0.25,0.17
sam_without,zeno-travel,200,0.4,1.0,3,0,0.3,0.16,0.35,0.23
rosame,zeno-travel,200,0.4,1.0,3,0,0.25,0.13,0.3,0.12
sam_with,zeno-travel,200,0.4,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.4,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.4,1.0,4,0,0.07,0.16,0.1,0.23
sam_with,zeno-travel,200,0.5,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,0.0,4,0,0.0,0.15,0.0,0.33
sam_with,zeno-travel,200,0.5,0.2,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.2,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.2,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.2,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.2,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.2,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.2,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,0.2,4,0,0.04,0.18,0.1,0.33
sam_with,zeno-travel,200,0.5,0.4,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.4,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.4,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.4,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.4,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.4,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.4,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.4,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,0.4,4,0,0.1,0.07,0.2,0.2
sam_with,zeno-travel,200,0.5,0.6,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.6,0,0,0.9,0.9,0.8,0.67
rosame,zeno-travel,200,0.5,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.6,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.6,1,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,200,0.5,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.6,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.6,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,200,0.5,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.6,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,200,0.5,0.6,3,0,0.8,0.9,0.8,0.67
rosame,zeno-travel,200,0.5,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,200,0.5,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,0.6,4,0,0.07,0.23,0.1,0.42
sam_with,zeno-travel,200,0.5,0.8,0,0,0.7,0.4,0.5,0.22
sam_without,zeno-travel,200,0.5,0.8,0,0,0.65,0.53,0.8,0.4
rosame,zeno-travel,200,0.5,0.8,0,0,0.42,0.33,0.45,0.23
sam_with,zeno-travel,200,0.5,0.8,1,0,0.7,0.4,0.5,0.22
sam_without,zeno-travel,200,0.5,0.8,1,0,0.56,0.6,0.8,0.4
rosame,zeno-travel,200,0.5,0.8,1,0,0.37,0.23,0.4,0.23
sam_with,zeno-travel,200,0.5,0.8,2,0,0.7,0.4,0.5,0.22
sam_without,zeno-travel,200,0.5,0.8,2,0,0.67,0.6,0.75,0.35
rosame,zeno-travel,200,0.5,0.8,2,0,0.33,0.2,0.35,0.18
sam_with,zeno-travel,200,0.5,0.8,3,0,0.73,0.37,0.5,0.22
sam_without,zeno-travel,200,0.5,0.8,3,0,0.55,0.57,0.7,0.35
rosame,zeno-travel,200,0.5,0.8,3,0,0.3,0.23,0.35,0.18
sam_with,zeno-travel,200,0.5,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,0.8,4,0,0.12,0.24,0.2,0.47
sam_with,zeno-travel,200,0.5,1.0,0,0,0.3,0.2,0.3,0.12
sam_without,zeno-travel,200,0.5,1.0,0,0,0.55,0.53,0.8,0.4
rosame,zeno-travel,200,0.5,1.0,0,0,0.28,0.12,0.3,0.12
sam_with,zeno-travel,200,0.5,1.0,1,0,0.3,0.2,0.3,0.12
sam_without,zeno-travel,200,0.5,1.0,1,0,0.56,0.6,0.8,0.4
rosame,zeno-travel,200,0.5,1.0,1,0,0.26,0.13,0.3,0.12
sam_with,zeno-travel,200,0.5,1.0,2,0,0.5,0.2,0.4,0.12
sam_without,zeno-travel,200,0.5,1.0,2,0,0.57,0.6,0.75,0.35
rosame,zeno-travel,200,0.5,1.0,2,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,200,0.5,1.0,3,0,0.33,0.18,0.3,0.17
sam_without,zeno-travel,200,0.5,1.0,3,0,0.55,0.58,0.7,0.4
rosame,zeno-travel,200,0.5,1.0,3,0,0.25,0.13,0.3,0.12
sam_with,zeno-travel,200,0.5,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,200,0.5,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,200,0.5,1.0,4,0,0.08,0.18,0.2,0.4
sam_with,zeno-travel,400,0.1,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.1,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.1,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.1,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.0,3,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.1,0.0,3,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.0,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,0.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,0.0,4,0,0.2,0.5,0.3,0.25
sam_with,zeno-travel,400,0.1,0.2,0,0,0.8,1.0,0.55,0.67
sam_without,zeno-travel,400,0.1,0.2,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.2,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.2,1,0,0.8,0.9,0.5,0.72
sam_without,zeno-travel,400,0.1,0.2,1,0,1.0,0.9,0.75,0.72
rosame,zeno-travel,400,0.1,0.2,1,0,0.6,0.5,0.5,0.3
sam_with,zeno-travel,400,0.1,0.2,2,0,0.8,1.0,0.5,0.67
sam_without,zeno-travel,400,0.1,0.2,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.1,0.2,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.2,3,0,0.8,0.93,0.55,0.67
sam_without,zeno-travel,400,0.1,0.2,3,0,1.0,0.93,0.8,0.67
rosame,zeno-travel,400,0.1,0.2,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.2,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,0.2,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,0.2,4,0,0.2,0.29,0.05,0.47
sam_with,zeno-travel,400,0.1,0.4,0,0,0.6,0.7,0.3,0.9
sam_without,zeno-travel,400,0.1,0.4,0,2,1.0,0.4,0.55,1.0
rosame,zeno-travel,400,0.1,0.4,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.4,1,0,0.6,0.69,0.3,0.9
sam_without,zeno-travel,400,0.1,0.4,1,2,1.0,0.39,0.55,1.0
rosame,zeno-travel,400,0.1,0.4,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.4,2,0,0.6,0.67,0.25,0.9
sam_without,zeno-travel,400,0.1,0.4,2,2,1.0,0.36,0.5,1.0
rosame,zeno-travel,400,0.1,0.4,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.4,3,0,0.6,0.7,0.35,0.9
sam_without,zeno-travel,400,0.1,0.4,3,2,1.0,0.4,0.6,1.0
rosame,zeno-travel,400,0.1,0.4,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.4,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,0.4,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,0.4,4,0,0.08,0.15,0.2,0.33
sam_with,zeno-travel,400,0.1,0.6,0,0,0.6,0.66,0.2,0.9
sam_without,zeno-travel,400,0.1,0.6,0,2,1.0,0.35,0.35,1.0
rosame,zeno-travel,400,0.1,0.6,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.6,1,0,0.6,0.65,0.2,0.9
sam_without,zeno-travel,400,0.1,0.6,1,2,1.0,0.35,0.35,1.0
rosame,zeno-travel,400,0.1,0.6,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.6,2,0,0.4,0.64,0.15,0.9
sam_without,zeno-travel,400,0.1,0.6,2,2,1.0,0.33,0.3,1.0
rosame,zeno-travel,400,0.1,0.6,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.6,3,0,0.6,0.66,0.25,0.9
sam_without,zeno-travel,400,0.1,0.6,3,2,1.0,0.36,0.4,1.0
rosame,zeno-travel,400,0.1,0.6,3,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.1,0.6,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,0.6,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,0.6,4,0,0.04,0.25,0.1,0.53
sam_with,zeno-travel,400,0.1,0.8,0,0,0.6,0.66,0.2,0.9
sam_without,zeno-travel,400,0.1,0.8,0,2,1.0,0.35,0.35,1.0
rosame,zeno-travel,400,0.1,0.8,0,0,0.4,0.23,0.4,0.23
sam_with,zeno-travel,400,0.1,0.8,1,0,0.6,0.65,0.2,0.9
sam_without,zeno-travel,400,0.1,0.8,1,2,1.0,0.35,0.35,1.0
rosame,zeno-travel,400,0.1,0.8,1,0,0.37,0.27,0.4,0.23
sam_with,zeno-travel,400,0.1,0.8,2,0,0.4,0.64,0.15,0.9
sam_without,zeno-travel,400,0.1,0.8,2,2,1.0,0.33,0.3,1.0
rosame,zeno-travel,400,0.1,0.8,2,0,0.32,0.2,0.35,0.18
sam_with,zeno-travel,400,0.1,0.8,3,0,0.6,0.66,0.25,0.9
sam_without,zeno-travel,400,0.1,0.8,3,2,1.0,0.36,0.4,1.0
rosame,zeno-travel,400,0.1,0.8,3,0,0.33,0.2,0.35,0.18
sam_with,zeno-travel,400,0.1,0.8,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,0.8,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,0.8,4,0,0.27,0.27,0.15,0.37
sam_with,zeno-travel,400,0.1,1.0,0,0,0.6,0.66,0.2,0.8
sam_without,zeno-travel,400,0.1,1.0,0,0,0.6,0.65,0.35,0.8
rosame,zeno-travel,400,0.1,1.0,0,0,0.33,0.17,0.35,0.17
sam_with,zeno-travel,400,0.1,1.0,1,0,0.6,0.65,0.2,0.8
sam_without,zeno-travel,400,0.1,1.0,1,0,0.6,0.65,0.35,0.8
rosame,zeno-travel,400,0.1,1.0,1,0,0.27,0.13,0.3,0.12
sam_with,zeno-travel,400,0.1,1.0,2,0,0.4,0.64,0.15,0.9
sam_without,zeno-travel,400,0.1,1.0,2,2,1.0,0.33,0.3,1.0
rosame,zeno-travel,400,0.1,1.0,2,0,0.28,0.13,0.3,0.12
sam_with,zeno-travel,400,0.1,1.0,3,0,0.6,0.66,0.25,0.9
sam_without,zeno-travel,400,0.1,1.0,3,2,1.0,0.36,0.4,1.0
rosame,zeno-travel,400,0.1,1.0,3,0,0.25,0.13,0.3,0.12
sam_with,zeno-travel,400,0.1,1.0,4,5,1.0,0.0,0.0,1.0
sam_without,zeno-travel,400,0.1,1.0,4,5,1.0,0.0,0.0,1.0
rosame,zeno-travel,400,0.1,1.0,4,0,0.0,0.25,0.0,0.53
sam_with,zeno-travel,400,0.2,0.0,0,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.0,0,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.0,0,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.0,1,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.0,1,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.0,1,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.0,2,0,1.0,1.0,0.8,0.67
sam_without,zeno-travel,400,0.2,0.0,2,0,1.0,1.0,0.8,0.67
rosame,zeno-travel,400,0.2,0.0,2,0,0.6,0.5,0.6,0.3
sam_with,zeno-travel,400,0.2,0.0,3,0,1.0,1.0,0.8,0.67
